participant_id,covarep_f11_mean,covarep_f11_std,covarep_f12_mean,covarep_f12_std,covarep_f13_mean,covarep_f13_std,covarep_f14_mean,covarep_f14_std,covarep_f15_mean,covarep_f15_std,covarep_f16_mean,covarep_f16_std,covarep_f17_mean,covarep_f17_std,covarep_f18_mean,covarep_f18_std,covarep_f19_mean,covarep_f19_std,covarep_f20_mean,covarep_f20_std,covarep_f21_mean,covarep_f21_std,covarep_f22_mean,covarep_f22_std,covarep_f23_mean,covarep_f23_std,covarep_f24_mean,covarep_f24_std,covarep_f25_mean,covarep_f25_std,covarep_f26_mean,covarep_f26_std,covarep_f27_mean,covarep_f27_std,covarep_f28_mean,covarep_f28_std,covarep_f29_mean,covarep_f29_std,covarep_f30_mean,covarep_f30_std,covarep_f31_mean,covarep_f31_std,covarep_f32_mean,covarep_f32_std,covarep_f33_mean,covarep_f33_std,covarep_f34_mean,covarep_f34_std,covarep_f35_mean,covarep_f35_std,covarep_f36_mean,covarep_f36_std
303,-9.035910868881244,0.8146464686258047,2.071385805514113,0.6460639266781313,0.280237423040381,0.4519568491107869,0.36019316314086414,0.33644173324703364,-0.009472209105794233,0.2799828688265518,0.023653825083308468,0.24307838579680496,-0.06320769308256349,0.1890367110167301,0.09882875010686906,0.15852502499637108,0.004655746770949772,0.1480010504504067,0.03399391606079225,0.12044441836661687,-0.07420189663696171,0.11578268042440035,0.03985029340684601,0.10605233312419383,-0.013854279694940928,0.10011662971858999,0.03233831576317125,0.09826403558372569,-0.06719081745937541,0.09410157385917328,0.03275845713875509,0.08392143762930619,0.0019760962507004032,0.07612415233105123,0.0170019751636301,0.0722797351309524,-0.01816026056013774,0.07066561147516026,0.01789480180386891,0.06605357226641509,-0.011676496684791485,0.06411145403359626,0.01671543736630941,0.06267570470771054,-0.021855714858399655,0.05861232771278144,0.01124190037099951,0.05518584828473992,0.0001469079315825797,0.05292298098057868,0.0,0.0
304,-9.313252106989653,0.7306237321140666,2.0302708202876607,0.5303714412536593,0.2455803034047691,0.4365698527687096,0.4132269530848448,0.29170268283982415,0.020499338867225585,0.2586494603428368,0.019906963240044154,0.23119794649029324,-0.0731250614760386,0.15495139759027518,0.1736011030117613,0.14671983482449494,-0.029619654229065102,0.12948364361949496,0.03739169289138266,0.11995291387823628,-0.08664518570785264,0.10992665304145303,0.048802307110220926,0.10026859082162645,-0.019073610819200733,0.08991367150414398,0.041512617711026996,0.09147286018882618,-0.04290072011836349,0.08121888954834366,0.02615916820436147,0.07748674359466848,-0.006795078408959123,0.07179998654867746,0.013247911940142567,0.06840176785264221,-0.013905994607122132,0.06601118411511638,0.016115099781840777,0.06081030556786276,-0.010492800461775168,0.058261482808247445,0.01145884878580129,0.05679583825420099,-0.016408377125098534,0.05284480126962144,0.009848360289284633,0.05106025863604728,-0.0008225658086929093,0.04931763054123202,0.0,0.0
305,-7.9047315375586855,0.7478590480166106,3.002389217253521,0.478991626911726,0.12205222441269248,0.44270133325367694,0.1901627965585523,0.3041919160531767,-0.023086278653394368,0.2324850044455273,-0.034393871260056344,0.19650301532708475,-0.02685132175210153,0.20328285924343284,-0.05075906034117834,0.15070721634492737,0.05337174301016789,0.1767132218097006,-0.049105413348782864,0.14508832128400503,-0.017605958980654927,0.12076216875267343,0.033570772912858295,0.11783200692107695,-0.054626090903181386,0.1406449750794633,-0.029287871361325876,0.11813651781409164,0.028670757793955632,0.10303061192651417,0.004217979627590041,0.09949485687867995,0.004413892873440493,0.08790593863034041,0.048270697877901524,0.08696821650015696,-0.01057162826062007,0.09564982093204395,-0.025076994578780695,0.0769723114322654,0.007607899244710504,0.08211125934525046,-0.007077321841207857,0.07020905030247873,0.0007029489961672536,0.06701760286925063,-0.0006393039742987383,0.06332883985002599,-0.005028287600795832,0.06113007417813682,0.0,0.0
310,-10.782553939566098,1.3819358728677473,1.8365126764074824,0.6543160943833866,0.41153610023176984,0.4088838655612845,0.43669000472253194,0.2653397133167579,0.18402491149863062,0.24469190308946617,0.267338353727148,0.24751176184696705,0.062264677770456515,0.23198114205953285,0.20741259898458028,0.17040018585735905,0.0812159105742815,0.15648647981687167,0.17956034019755238,0.13988116708222043,0.02598457404290547,0.12645984957212916,0.06583561507205908,0.12125246074097,0.006615827894112725,0.132903840287914,0.04715584769321201,0.11191322733323218,0.009116621804142551,0.11253426585717986,-0.012901958221961435,0.12298420260235275,1.624049416492094e-05,0.0966025020471297,0.015868071806059134,0.0973616263203999,0.001936789019656996,0.09311514327393336,0.016176385751353668,0.08368837294852384,0.005627846973529454,0.08165680041277042,-0.000783417201462912,0.07818774209969083,0.0020225162491069367,0.0744962718350444,0.003196048035682159,0.07117564642110769,0.004091416127885286,0.07063021506246965,0.0,0.0
312,-10.139577530095316,2.256845119596586,1.9380548292682185,0.8602902519389019,0.39975437497055427,0.36575716945130554,0.4220613538364663,0.30135556489049614,0.18442524714479674,0.24373125545593394,0.1741986782211408,0.3284537434811445,0.06710960536658693,0.21199792028563527,0.1425913756703503,0.18241520667101113,0.04966204297575741,0.1706945694037443,0.15027651285879567,0.15667268209546123,-0.009480451401878505,0.14239553206032207,0.04978320982350409,0.12759183355602713,-0.027933290111032544,0.126170575129332,0.05540842737269422,0.119394171932356,0.001297337313155862,0.10656871596539715,0.002481056127373765,0.10359794106586921,-0.01449520500227332,0.09612051801425556,0.03100035639393664,0.08833525049628022,-0.001157190459814681,0.08471053824006923,-2.3472397017683586e-05,0.08227167966298433,0.006996288969196699,0.0803389061112836,-0.004870284451572805,0.0759441260481647,-0.003399053028024659,0.0721725806707695,0.014978046321845843,0.07075190944413927,-0.006504217415006519,0.06725415272630478,0.0,0.0
313,-10.879270682267414,1.5235766150503314,1.8348311218314965,0.7754165976632854,0.3339045932451958,0.40360679335885563,0.4270366011854048,0.2635253168215535,0.09622050359610658,0.2698987221491002,0.22448825704233166,0.21209423247871304,0.05123538343634735,0.20828214739863513,0.12780250402264498,0.22557321023479338,0.10470687289485679,0.1469113389899149,0.12054727696000317,0.13906163324714274,0.03291812593568631,0.1209320037389191,0.07835883271407185,0.12366638447035229,-0.0622329973753625,0.15900697596550326,0.045523101125398584,0.10801850006535864,0.008490926847225428,0.10025238084146015,0.011108749605851474,0.10166490279586116,-0.00591923493244624,0.0896006292281101,0.03541013366325069,0.09093647798196196,-0.019447216469112908,0.10030058907710318,0.021110228408883144,0.07833424271011333,0.002441899743837307,0.07431848996735171,-0.011131209609141162,0.07384226959908881,0.018645437065512315,0.07650111825772836,-0.0055527130821214875,0.06638552917106978,0.011707209313958957,0.06407581399227498,0.0,0.0
315,-9.742343004336727,2.0597525724212042,2.607563272411548,1.1564288028395888,0.5824926770270529,0.6140644078544643,0.4384146167474344,0.3966824375222244,0.2246922385846482,0.2944437262538985,0.1361295082170393,0.31791358228669886,0.07329724986866587,0.20748089889163382,0.1282392550988456,0.18920502748790516,-0.0037761164897333376,0.18241801942009644,0.09523411083131333,0.16139158684838234,-0.03687045272387147,0.14612128027901886,0.05337126551613016,0.12544677900348988,-0.07616124192463702,0.14644887302541518,0.056797591137418876,0.10668725715799564,-0.043231779218818114,0.12208150271677136,0.009965753669150803,0.12064829852407986,-0.0022208892838228816,0.0999564645519586,-0.010832879031079877,0.10010508788926224,0.02957912299725689,0.09711011341630135,-0.017359023948832875,0.08950574708818496,0.026798727192407137,0.09804271696404764,-0.006709753848371319,0.08011065077782929,0.011801981997634589,0.07676759676493708,-0.012337709494770704,0.07441786448648702,0.0017133393342794164,0.06810302311175699,0.0,0.0
316,-11.151334295347578,1.4271610105485655,1.7873785132019193,0.6271598328827167,0.4036969213611466,0.36374618361292105,0.4156516671359708,0.27850555951025874,0.1618356466833201,0.21284070761369492,0.2689165314205013,0.2267319167269071,0.12405032135199823,0.1715707236907521,0.1512765376228392,0.15477722907262614,0.08918447526900668,0.13441859743268886,0.1654831886455081,0.1288877443521495,0.04320371564193475,0.1078011175564891,0.039953773162589606,0.11203676947436259,-0.014483208271995717,0.10552399856332223,0.05345072522420663,0.09852912251259019,0.00797148597553492,0.09601717518332789,-0.0009231479625194186,0.09478006746976791,-0.013583905877972289,0.08609418856867485,0.018730974333809877,0.08081408576849032,0.011036747962759807,0.07916599582937908,0.010580635162372239,0.07440023720887536,0.0067743046459516,0.07217230045343344,0.0027130336153586266,0.06556581866894878,-0.008057917718210378,0.06373770718907518,0.004995767823467623,0.06093177379490771,-0.0003378466014416405,0.06025273725036807,0.0,0.0
317,-10.971133232699714,1.2196799626783292,1.8581615637675237,0.707566322232209,0.36830164078400046,0.42857174260478087,0.40385017763411474,0.2568532780752816,0.08556259767914647,0.21323494972491566,0.12782176807426016,0.27335260481338475,0.08155871423023606,0.18248030261306658,0.12607803276183127,0.17433403814597043,0.04929420027143671,0.1500724786189735,0.13297344728979382,0.14595015183386445,0.02192223960333706,0.12386524914955804,0.06768544262926203,0.1270759091014178,-0.0007614141108456577,0.12348470065035069,0.045805867206869175,0.11177092464651417,0.004455481332765561,0.10070553899238134,0.005015914745032426,0.10699660007603984,-0.008940194319632376,0.09707327449720271,0.01020710386182184,0.09463813902780947,0.00866187972819605,0.0850054899927492,0.004413600805261523,0.08153966153353684,-0.0006263129093676236,0.07738172146017214,0.0017413721520350353,0.08917106083361352,0.00926775884866468,0.07503957747582943,-0.010963716869065724,0.06975986071308533,0.0075318548141160395,0.06337677752426468,0.0,0.0
318,-10.816969249987254,1.3206275198946078,2.044805504162715,0.8497513781585798,0.30953792432701094,0.4457847235702441,0.4285154687008617,0.271431113355528,0.10216870675753667,0.23663780379487068,0.14847945983025887,0.27060571268231853,0.043135274503572456,0.19403122338244594,0.09935309637512058,0.20292467133418762,0.03479926644319074,0.15293832357215734,0.09091909851755638,0.1607541496172071,0.007499045039487413,0.1353722222452164,0.04655857166117711,0.12131905392849651,-0.005576970297253523,0.11000637501878295,0.04161813613616819,0.11206236575539219,0.0015547870379134581,0.10827239754991563,0.030138747482875303,0.10396801425706063,-0.008983421843075169,0.10187525875809977,0.03406175278223797,0.09637861600069074,0.007978057751591631,0.08784793372687326,0.009373814043452472,0.079855248547727,-0.00867419768373103,0.08625820501216332,0.004037877926244498,0.07821869256178918,-0.002254898386658509,0.0755412473660016,0.01346840258531433,0.06867930629052182,-0.007791474737387785,0.06683183053281262,0.0,0.0
