participant_id,au01_mean,au01_std,au02_mean,au02_std,au04_mean,au04_std,au05_mean,au05_std,au06_mean,au06_std,au09_mean,au09_std,au10_mean,au10_std,au12_mean,au12_std,au14_mean,au14_std,au15_mean,au15_std,au17_mean,au17_std,au20_mean,au20_std,au25_mean,au25_std,au26_mean,au26_std
303,0.6423683334348047,0.7520614194327846,0.28629069876543206,0.4315233542698703,0.7475082874344664,0.7691064658887417,0.2571843212920683,0.3952962600777624,0.1901328298325723,0.3645848891272955,0.3691811747336377,0.49813626844803177,0.30294384512092004,0.4322463827011363,0.37016848648740064,0.5313046275081935,0.6258160063588701,0.701780339866019,0.17340017588364623,0.32283065865908145,0.5209257127346525,0.5804579542687236,0.5082106230678166,0.6126739485029347,1.2930119941146627,1.287785867229211,0.06303711408760358,0.1996735587295753
304,0.6764019328847771,0.8167920261111973,0.39702644373423046,0.5191205054514972,0.37218133490328004,0.6225657429944276,0.34452522203532376,0.5170236939879959,0.16689636930193438,0.3736547360301441,0.42042380487804887,0.5543021269308614,0.25494818116063916,0.4306311703534196,0.2900253811606392,0.5002005715974063,0.42691557132043734,0.5619245045435488,0.3030109096299411,0.4377053885743345,0.1641151414213625,0.33014787698882697,0.5381771044575274,0.7081767102286691,1.3426082177880572,1.396279130721053,0.0513917689234651,0.17329156036717913
305,0.6230116563123508,0.7657933682929686,0.3250660425452839,0.5231646146422225,0.5411042546457494,0.7646482011055482,0.23600398699190175,0.395956961047987,0.1267123899495325,0.30442402668243657,0.34800523396971944,0.4717503570636746,0.18122759311059813,0.3722407134171712,0.13401680501545324,0.3094485053794366,0.3595491792770236,0.5513020634444731,0.12431099196040844,0.26908919795638253,0.1172006673643441,0.29295744117755484,0.21641787633504164,0.41695547356629326,1.288389013751418,1.36254072744442,0.06782727901881773,0.21003013068819884
310,0.6693379557967902,0.9367608963482769,0.5010039625522278,0.7641329783408315,0.6554186224764732,0.7805750720601866,0.26008427994064587,0.45774006089413466,0.3497483597953845,0.4991760205793665,0.524915908235386,0.6451881474391367,0.35704068889843416,0.509924795092994,0.4639342623686985,0.640458289791333,0.5421386535592955,0.627437228954292,0.22321658866023666,0.36715888960006626,0.4658817655511734,0.5472630582771941,0.4639651083212933,0.650111159630828,1.3681339745402008,1.495639055711556,0.07411338916006091,0.22675397208262724
312,0.6082943709333891,0.8197062464474664,0.42698064096888705,0.5817202160633563,0.4696361723533097,0.6842333841845023,0.2627530104823554,0.4488353788144334,0.10498904155356023,0.27207752517373923,0.48391811906452287,0.6060155786768747,0.1815318655669242,0.35162722026576637,0.22630452069325538,0.3971590829609416,0.40261187082898314,0.5529602458001175,0.14811659465441637,0.29718247525061997,0.1309343768218835,0.28326701380125346,0.24897996095218208,0.42247411854312955,0.8720692056379202,0.9966351971435297,0.14399871488828564,0.30925423407017666
313,0.6663033388918067,0.8569334011787629,0.18810592625175074,0.3721493407454902,0.20348047702205882,0.38039823341994655,0.08105788659838935,0.23475355269278345,0.07648765970763305,0.3018768065986664,0.23938342266281512,0.4165655078286441,0.10797023700105043,0.34393285098405607,0.11318204061624648,0.4161259764833321,0.19424849842436975,0.41276106477148133,0.08555778562675072,0.22832080924872644,0.08741111103816526,0.2382134636438447,0.27618029035364144,0.531553522536507,0.7090359513305322,0.7621263703083128,0.03134142756477591,0.1714643956520535
315,0.663089513818883,0.8386448972223972,0.370227974831704,0.535751771996084,0.5681708269341362,0.9170037607073223,0.17511442190724263,0.3335796124138649,0.1541204730557153,0.3366903267839343,0.3504758212509726,0.493376689192249,0.19617511768884682,0.3814981971147913,0.1828232398092081,0.35780238343268045,0.44080689547038326,0.5870399552268958,0.2759262859172558,0.44805664760754854,0.33834804008660063,0.53745750516364,0.36721292970467845,0.5122914051978978,1.460858101214438,1.413123088976892,0.07047550208044381,0.2058606102415997
316,0.34927443729354135,0.6689229609911764,0.18946678482742904,0.3687255437458821,0.34098929771803926,0.5033972840430604,0.1102788223791624,0.29447869840704916,0.08881441249952537,0.25856372412061546,0.21039905851084026,0.3694360984510017,0.09864191517636785,0.2773875458784324,0.08322162679880019,0.2725037304697545,0.26453100060751034,0.43249663478099104,0.08127804951209325,0.21168601765583844,0.0986353380035691,0.2304984761240194,0.3042861209704978,0.41559338252547606,1.0101612373087292,0.9463850013451575,0.00476803588107985,0.056942398895268476
317,0.546997355933593,1.1428766843890277,0.3229103219512195,0.637360306556666,0.540304993236319,0.7720086314027599,0.09856478081574094,0.25885938799395414,0.24706324550112727,0.475413961055381,0.4381673316253331,0.5176984581541084,0.25407698290633324,0.4591120169522511,0.3845631111293297,0.6611225453520775,0.5524100161508506,0.7966341512001982,0.12113186181594587,0.27252362116356565,0.17468850469358477,0.35259911722006904,0.5282762605042017,0.7578546309057056,0.9827681849969256,1.149201079760789,0.13128307804878048,0.3188786301640331
318,0.5310029182414625,0.7834922933171456,0.3598785446083104,0.5519111342288109,0.6639869905792631,0.7710084040979356,0.11920379459429149,0.2775706065130502,0.29422919172320977,0.4559772498887132,0.3905188047440139,0.5013932699003516,0.46041264963831097,0.5743098549637659,0.39532904250546735,0.6676558380313246,0.5816309578309874,0.7027890604505067,0.15282656030953848,0.3049453655871689,0.23806249279425784,0.3855948176828585,0.3276477242191443,0.47523637247525147,0.749395077104245,0.9287219566705112,0.024064484270734033,0.126497264871263
